Patient ID: test 
Source fiber Name: miniLBS
Study File: 
Number of Lasers: 4 
Data Calibrated: 
Source-Detector (mm): 10.000 
Number of Scans: 1 
Number of sweeps per scan: 30
Freq Range (MHz): 50 - 299 
Number of Points: 250 
Date acquired: test 
Laser names: 785,808,830,850,
Comment: 
Pos X: 0.000, Pos Y: 0.000, Theta: 0.000, Phi: 0.000
*****************************end of header
Frequency (MHz) 	Phase 	Amplitude 	Phase 	Amplitude 	Phase 	Amplitude 	Phase 	Amplitude 	
50.0	-29.830458135415746	1.5393778366192739	-38.79300218193893	1.9762856903880286	70.09322531773188	1.656772382235059	46.99220487088334	1.0600031923964077
51.0	-9.753668587102624	1.5607781677943826	-18.75564492042198	2.000987035714435	91.98729081130897	1.6663946285686004	68.94720999795851	1.0707470303235473
52.0	9.99432517911393	1.5665990743016291	1.0752397905138698	2.01586678386545	113.94949824351623	1.6796172814276413	90.24404876059454	1.0730297198398886
53.0	29.986902181556257	1.5721099246463832	21.033344281770187	2.026426337906481	136.09301479313953	1.6912272297892437	112.02185455713595	1.0704755123666438
54.0	50.16082509001477	1.590346907517605	40.87627093599012	2.0379304459232723	157.94763910626745	1.6994843719010897	133.44791979396288	1.083580308457383
55.0	70.30784491514113	1.6035591794873225	61.00590005793899	2.0645833909944935	180.3641672172781	1.7025017796773014	155.11364539772015	1.089008967668735
56.0	90.8881545844229	1.6066298016551805	81.54612419598128	2.065728082455151	203.22591605682032	1.705077007964252	177.35657094540957	1.0965040118530018
57.0	112.10502398661292	1.5836064484618886	102.73220620532614	2.0415188395863932	226.67263155620685	1.681460353804102	200.46965891263946	1.0830253140471051
58.0	132.50249384502837	1.5228466621623815	123.36374337200083	1.9658941723657097	248.94503384466785	1.6080599973007907	222.50892879141892	1.037590694198365
59.0	152.96331809446426	1.41596382992166	143.96596007497368	1.8119561125742782	271.41896846068465	1.4982594354165517	244.65156525073962	0.9680216492994791
60.0	169.10634539744228	1.3080943104003548	160.026563121786	1.672745282210312	289.61616242020057	1.3727243503563713	262.4504749930607	0.8907407060833442
61.0	184.49140076705004	1.2608869115261645	174.39343504822656	1.6106359024444956	306.61884628796184	1.3319015838020465	278.5141724432869	0.8526498887843185
62.0	199.79302240383726	1.2602621754127963	189.60053328388554	1.60818211548395	324.0482012025584	1.325064521596877	295.46676027465907	0.8568243255057193
63.0	215.92786180647366	1.2623961597667734	205.81867262490042	1.6124674052855594	341.9325353085816	1.319506033980093	313.76142507599724	0.8615917693082387
64.0	232.16690766311072	1.2705706885226509	222.05982569912592	1.6250985083173772	360.66100912002116	1.3334758514253646	331.72856975956466	0.8660199497811613
65.0	248.9306074347001	1.276777575369486	238.65069081534745	1.628502662453322	379.6604955450057	1.3336507757522085	349.9362241492726	0.8769147269621725
66.0	265.50039093943	1.2813184419061747	255.11425783673806	1.6450964347408719	398.31124085245943	1.3342779827278162	368.5621756008568	0.8740528251860067
67.0	282.5921145246955	1.2758721111981965	272.1625493214851	1.6462952466883327	417.2439498468714	1.3335764050588388	387.04759044558034	0.8830028551579776
68.0	299.41454036097366	1.2843657444848509	288.7682822124893	1.643889890220431	436.51588662428816	1.331125070796838	405.40325872137754	0.87105743347556
69.0	316.2787112413803	1.2838457639378213	305.2432936326674	1.6437709675940186	455.08070389017513	1.3293090924434512	424.0048345743677	0.8763229127605868
70.0	333.2575972286821	1.2806811556011906	321.98727505710815	1.6464100279906901	473.8768622626783	1.3296346772305463	442.24063752065405	0.8681425488754229
71.0	349.386043703903	1.2771719242583195	338.4850338511727	1.634775814518833	492.63765003018136	1.3218240967274824	460.9300113876704	0.8699217638419624
72.0	366.1861932433506	1.2782533220863561	354.8132962709144	1.6392951073458522	511.45699016869395	1.3244797117226208	479.0184797027026	0.8676067276209612
73.0	382.6836211433266	1.277639809713558	371.5045922998858	1.642444294691052	529.9067463628345	1.3166753081468743	496.7220949724457	0.8643345088742613
74.0	398.84163199609986	1.2756343261318608	387.81853934536707	1.635664867460433	548.2555576792855	1.315038048608378	514.7605321435607	0.8684379213884269
75.0	415.38294646738666	1.2779309279717668	404.07477867071947	1.6296463022871026	566.8050523156405	1.306597127803636	532.9634326320231	0.8730256772518433
76.0	431.6597570958212	1.281086088849356	420.4975591574344	1.636007420009997	585.1038419222838	1.3084051550838394	550.7875621593099	0.8684450591455888
77.0	447.57969431981985	1.2803199562509564	436.5978108105583	1.6272875106459455	603.3651933335154	1.3013396340124945	568.5381103335683	0.8601281123996778
78.0	463.6028884781513	1.2784023668407594	452.78694812456996	1.6343262065129234	621.7601521670289	1.2962584402962058	586.1284064074739	0.8647787038911867
79.0	480.15866914391256	1.2805135353558779	469.0913918111239	1.6200942027976968	640.0024345764883	1.2920234096676402	604.7911230027736	0.8651359985535253
80.0	496.332505949189	1.288825242768046	485.0249705559053	1.62653346185918	658.4793772858952	1.2894995397661366	621.8386713211062	0.8626948993148362
81.0	512.2735316300843	1.2897588939022244	501.2525477430933	1.6296479319217874	676.5263146740991	1.2945221547063377	639.9788487162377	0.8627136926604644
82.0	527.9604669395005	1.2936953874701578	517.1301124299338	1.6298870504115641	695.0223583897733	1.2877753262837552	657.6912676228848	0.8656978985021822
83.0	543.9228699109624	1.2943610281642404	533.4272480471061	1.6347825027556286	712.9377171785748	1.2953529080833777	675.5158259501056	0.8702991954183726
84.0	560.3387170739544	1.2954330541761299	548.0047330133109	1.831659252955195	731.3135362986619	1.2787611561869383	692.8088486270191	0.8749352501116034
85.0	576.2221041057728	1.2994831501648914	565.391937666364	1.6456419235954358	747.984453026028	1.2950003278341577	710.0829480027052	0.869661220758044
86.0	592.7208673986614	1.3056540924159938	581.3205251755523	1.6473327779406797	764.2571782894017	1.266848226530714	729.0287518044989	0.8660939662581437
87.0	608.8381861838733	1.3087404966601093	597.4128529199285	1.645909549424658	785.6603880091292	1.2806982572801398	746.7342507423876	0.869040892400979
88.0	624.5112895119513	1.304799345323598	613.4638324116206	1.6471738985735256	803.7162576836346	1.2811873224538404	764.2552412024494	0.8772249894954999
89.0	640.387477111857	1.3148691456578134	629.5081911985217	1.642230736416474	821.9040421972396	1.2749238521224582	782.200991943636	0.874882421509604
90.0	656.0501379109013	1.3155730127291274	645.5759710381595	1.6370382793101257	839.8421730309908	1.2722716581890952	799.964675481279	0.8668217184688136
91.0	672.4488956546346	1.31331721900584	661.181742012616	1.637051731965354	858.1479047178926	1.2743132366958032	817.5493697958234	0.8683406990909761
92.0	688.5336137236624	1.3113178570176571	677.0262382825568	1.638201786210044	875.8749039790646	1.2649387472294331	835.0220798932286	0.8696675983726346
