Patient ID: test 
Source fiber Name: miniLBS
Study File: 
Number of Lasers: 4 
Data Calibrated: 
Source-Detector (mm): 10.000 
Number of Scans: 1 
Number of sweeps per scan: 74
Freq Range (MHz): 50 - 299 
Number of Points: 250 
Date acquired: test 
Laser names: 785,808,830,850,
Comment: 
Pos X: 681.581, Pos Y: 59.885, Theta: -2.026, Phi: 0.106
*****************************end of header
Frequency (MHz) 	Phase 	Amplitude 	Phase 	Amplitude 	Phase 	Amplitude 	Phase 	Amplitude 	
50.0	-30.148396742503092	1.2780101363252465	-39.765071606583554	1.646228189059768	68.68319884567127	1.4168793985207762	46.52133812446222	0.9313414659358671
51.0	-10.339729464594656	1.2943285216202842	-19.721972271766436	1.6638613464892698	90.78638579193641	1.4194092177984718	67.73330930176893	0.9402937321265575
52.0	10.393605056594497	1.306020614464726	0.28348054131478345	1.6801526631591515	113.52591485791378	1.43520971535365	89.52190077377708	0.9516072014552261
53.0	30.268051904982112	1.303832358303232	19.885580938948664	1.6860913463146245	134.9610717128426	1.44413378578091	110.80352721455053	0.9549030840563769
54.0	49.83881946518951	1.31314373122166	40.17840993564256	1.6958818547784718	157.58151574515725	1.4444448338010554	132.36530294469176	0.9522209019913003
55.0	70.00325927215364	1.3242963528757488	60.38961271599039	1.7236740044462588	179.3108710081506	1.459445664453646	154.85680918367743	0.967233214345719
56.0	90.96356167534013	1.3203822675132464	80.8560601017016	1.71658732716804	203.26608083731549	1.4421805942475172	176.8355219695839	0.9579054796549279
57.0	112.35356848554059	1.3102146174710394	102.54127013259391	1.6798302578148478	226.34408533743346	1.4060408366395107	200.43606256229765	0.9477802507834014
58.0	132.72811726913795	1.242107104246257	122.46495586964186	1.6063065485984271	248.98600742075507	1.3485029978488081	222.11880272801508	0.9064339952242718
59.0	152.2119267668523	1.150265316632509	142.35808590504294	1.4782012109854166	269.94553185627126	1.2488601631881868	242.8558847745557	0.835809126713332
60.0	167.58108273346386	1.0716327536758719	157.98687063771175	1.3761649274326013	287.48771994294077	1.1669159692173556	260.1753893191717	0.7799578237083584
61.0	183.36104026844507	1.0608301846264068	172.89471402052482	1.3443216673319938	304.92631548543346	1.1359250668196883	277.62201947824553	0.7543808722673222
62.0	198.71088591639537	1.0513971524205161	188.23531441073993	1.350250435733421	322.2901353354661	1.12910189177939	294.3492439132169	0.7612754736788631
63.0	215.1127164902929	1.0518365212088259	204.51910802669508	1.3499971964490654	340.6034355089673	1.1268204492385394	313.08339120503246	0.7652302836487063
64.0	231.1925213859833	1.059982035516721	220.5541108623507	1.3597670399878494	358.79444847273635	1.1453108090088466	330.9611666411943	0.7666108563430453
65.0	248.71706189532605	1.0589115078317537	237.52272094019065	1.3579616115523854	378.34117631474	1.1487104789529783	348.7822542174451	0.7738488245639841
66.0	265.6153569955473	1.066900517241538	253.85425456917727	1.366263099759231	396.7926081535118	1.1477958981737726	367.6003134248525	0.7719236977382811
67.0	282.4303115527571	1.06448887927009	270.8840379861636	1.3649649254733223	415.7828269615377	1.1537554383077642	386.7612656472742	0.7724389024448768
68.0	298.7556762530623	1.0737032077319275	287.29719596778176	1.3742571811452715	435.12625574605534	1.1456249460568164	404.2214158223144	0.7766695293579423
69.0	315.59840961654425	1.06635535866265	304.20953836414856	1.3628440620055202	453.34977468407357	1.1365569335359496	422.4742085600851	0.7713688194644595
70.0	332.65360541869654	1.0617055284242747	321.10906081342654	1.3598406063849504	472.4545108062892	1.132213991926641	440.7496998199884	0.7726162809054681
71.0	348.922987559141	1.0693064077358487	337.7451318254179	1.358648335162684	491.10092109234114	1.1421001347999937	459.14265112451335	0.7657827147404206
72.0	365.2512293884464	1.0668306374809888	354.24593443762143	1.3573484485860647	510.1616105984783	1.1463026677223924	477.6096329159147	0.7668067114267764
73.0	382.0633276874679	1.0573765035128202	370.2485579709721	1.356257086963955	528.7304565100925	1.1227086086099576	495.3274769553708	0.7690289752429051
74.0	398.18628690922264	1.0643089737285307	387.0070139080437	1.3522323936340792	547.1244696746595	1.1160747734727647	514.3052265186128	0.7757045396776493
75.0	414.8983407157075	1.055976457473402	403.11330409889547	1.3499721788431571	565.3769687467657	1.1213127812006791	531.5361690223997	0.7631037123951891
76.0	430.8678711208735	1.0551323325070845	419.2052652978943	1.3571366214981577	583.9524638348388	1.1210737015464167	549.6207580673107	0.7653186562341441
77.0	446.9484274465967	1.0621214921928643	435.3888326272304	1.3486015742552624	602.4714508155449	1.1085380960737417	567.7396903305989	0.7555092763100033
78.0	463.57297669704354	1.070834612859137	451.30615535096786	1.3475462632792774	620.7385723221083	1.1112213297548743	585.4338906776868	0.7672177931855728
79.0	479.40405260333836	1.0749332709387986	467.96752778305	1.3391025028050567	638.1549432338799	1.1106684572327825	603.1652102855797	0.767071408154134
80.0	495.3166799045105	1.0776591273920324	483.8128634069161	1.3489107788579076	657.139956028662	1.113281900238748	621.3776232839505	0.7711825462135157
81.0	511.7134128507574	1.074784425424194	500.0647374434352	1.3546501925449768	675.6315197022603	1.1153976567503987	638.4019427854759	0.76537416731844
82.0	528.4057165262814	1.0923536797029152	515.8156446288383	1.3626919840597715	693.3173478821633	1.1047156808708594	656.8427651032733	0.7668057468115546
83.0	543.7131006462132	1.081526524827799	532.0430071972937	1.3558054309521554	711.6627449885564	1.1048894014466522	674.2050683498254	0.7612987887847948
84.0	559.3723973563725	1.076702864368675	548.1355218517435	1.3551036305771573	729.8912815865236	1.1076687596877786	692.2036706604018	0.7774769918100071
85.0	576.1735678080784	1.0917490912096401	564.0991320390121	1.3605635358810244	748.098165404301	1.097104241792967	710.5050916958468	0.767899025097041
86.0	592.0391556772252	1.0830256108816814	580.067108199392	1.3702622350509022	762.9301116017597	1.115913639046648	727.521609499004	0.7777294589873792
87.0	607.7237382597598	1.0956517447498868	596.0500565951382	1.3629304116565362	784.1134469389415	1.094981775318559	745.9387091688287	0.7757253227241824
88.0	624.0101140786544	1.0916202739082417	612.1528191497283	1.3602160090102955	802.5081438952835	1.0919131835915912	762.7472143046676	0.7653150798669924
89.0	639.9902597672714	1.0932958173963012	628.4616995528125	1.35790503411348	820.367083834188	1.090254572169035	781.5375675039903	0.771673644281992
90.0	655.6157184731165	1.0966056039404035	644.0203901686591	1.359547813786262	838.5067400452793	1.0960580295192544	798.2920535788247	0.7685537382122256
91.0	671.5715078946739	1.0989500968095598	659.7353838724811	1.359740973791984	856.6287387821799	1.092380659936405	815.6236026595494	0.762612360890232
92.0	687.7074652265865	1.0952390964464032	675.2586166266487	1.3621001579515613	874.5136959929953	1.0746990144644404	833.3959999031026	0.7662902332801081
93.0	703.9222363821007	1.0891685535928881	690.9648733143459	1.359814822622984	892.6079945552261	1.084118649310388	850.8617850115642	0.7623129766956641
94.0	719.6806410238199	1.0901247476191434	706.9056766573967	1.3509846336601254	910.7221215792185	1.0830868450176723	868.498891856476	0.7672177710001747
95.0	735.9347069479489	1.0878174729428594	722.505174072365	1.355062755571782	928.7100698836667	1.0686119647802244	885.2181475523346	0.7665173982164245
96.0	751.3231767947019	1.0828179758524858	738.3966812968583	1.3434607542549957	946.5192633342293	1.0744877007538345	903.4333684520843	0.7563565247280007
97.0	767.0541159137452	1.0806811254532505	754.2502376011408	1.3520353961828957	965.0469413756555	1.0629192021502298	920.1762647591136	0.753575235801061
98.0	782.8488479797334	1.0748499038665646	770.1697449868777	1.3432570634891183	982.1333845089135	1.0563848242402263	938.1523540199752	0.7453423034034604
