Patient ID: test 
Source fiber Name: miniLBS
Study File: 
Number of Lasers: 4 
Data Calibrated: 
Source-Detector (mm): 10.000 
Number of Scans: 1 
Number of sweeps per scan: 74
Freq Range (MHz): 50 - 299 
Number of Points: 250 
Date acquired: test 
Laser names: 785,808,830,850,
Comment: 
Pos X: 761.951, Pos Y: 356.676, Theta: 1.917, Phi: 0.015
*****************************end of header
Frequency (MHz) 	Phase 	Amplitude 	Phase 	Amplitude 	Phase 	Amplitude 	Phase 	Amplitude 	
50.0	-30.605673247802162	1.1833750408595747	-39.81938948087785	1.5116410809455245	68.73164977983551	1.3123631931516795	46.033612133066136	0.8672745074864022
51.0	-10.602859544995027	1.1876569838679598	-20.097054754853577	1.527981163054556	90.31634334454603	1.3253211892584367	67.07787641325098	0.8737808680743208
52.0	9.645706166805585	1.2045795817753953	-0.13294390499435443	1.5234854436416878	112.60097025377775	1.3319844838462078	89.5177263964103	0.8816158991365584
53.0	29.796490673989382	1.214696513494068	19.724376175248732	1.5384148003801812	135.20644311436558	1.3382989435824106	111.2861998908792	0.8861196413101899
54.0	49.670784429921056	1.2125051712942367	39.65624033804236	1.5635734313133351	156.95349092167714	1.345139676034074	132.83422980984687	0.8938635929309827
55.0	69.38959913060111	1.2285329854003733	59.75010252499641	1.5661574099260696	178.7574329631897	1.3509507032051784	153.61601739146784	0.8924307490177218
56.0	90.42324602795138	1.2364449144743819	80.30464851977773	1.5579270622290866	202.09561674777743	1.3598554232595437	177.20915016004574	0.9019461910527415
57.0	111.70053196225956	1.2049403451764829	101.84436861761213	1.5373587939511555	225.43233000240102	1.3199157337613168	200.0578361273562	0.8708037085657335
58.0	132.19838039379255	1.1537933317010358	122.25785297878632	1.470289987424468	248.17191630332712	1.2661582313266135	221.32502057127667	0.841570227597024
59.0	152.24670181678727	1.065237066057161	142.07590791650486	1.3462702195279905	270.03358258835726	1.1601764958153868	242.90957719727442	0.7782319602968549
60.0	167.30363867768799	1.0024218287296343	156.88283193742407	1.2588138121841188	287.6828221098048	1.0872037210193746	260.0866063220742	0.727366374274474
61.0	182.7133401267594	0.9738976263473959	172.40543142219605	1.2334136215245273	304.33997900132647	1.0605013288792176	277.25050977366794	0.7023474592748253
62.0	198.4679312831845	0.9722526764204404	187.41060889521714	1.2336909387052717	321.5311735956593	1.0557458125291328	293.6292914198616	0.6998505113998646
63.0	214.96271422527445	0.9714336253106897	203.9134439256956	1.2383521491872647	340.00715600803676	1.060889095485796	311.903450240508	0.7137459165533184
