Patient ID: test 
Source fiber Name: miniLBS
Study File: 
Number of Lasers: 4 
Data Calibrated: 
Source-Detector (mm): 10.000 
Number of Scans: 1 
Number of sweeps per scan: 74
Freq Range (MHz): 50 - 299 
Number of Points: 250 
Date acquired: test 
Laser names: 785,808,830,850,
Comment: 
Pos X: 788.089, Pos Y: 124.372, Theta: -1.437, Phi: 0.067
*****************************end of header
Frequency (MHz) 	Phase 	Amplitude 	Phase 	Amplitude 	Phase 	Amplitude 	Phase 	Amplitude 	
50.0	-29.959918359979905	1.2632489039455344	-39.69343915114384	1.6323064714373987	69.14311398706464	1.413905270570176	46.488914955310946	0.935863733877688
51.0	-9.956072188559594	1.2717879543733583	-19.74514418219201	1.6363670555825047	91.35582515861748	1.4173186169020513	68.4882184117894	0.9336910497852213
52.0	9.935373410167719	1.276372253894014	0.44319496311970114	1.6468356144707048	113.38982893760958	1.4158030290202865	88.971331996866	0.9520985972233014
53.0	29.77694121916151	1.2901122094295114	19.967696917426085	1.6495958699800735	135.67316012676525	1.4240981184751225	110.866864192982	0.9354714029866243
54.0	49.888593367575766	1.301906536731577	39.96371388030882	1.6584990073197488	157.23664141278462	1.427051255386813	132.69492062702912	0.9414434360949899
55.0	70.18839534434868	1.3136069082650659	59.88947421449222	1.6660881005619816	179.27994335055274	1.4333704464431938	154.86611038578968	0.9522822584287116
56.0	91.55371577957715	1.3084839690614856	81.02350337742187	1.679232721912038	202.08065815074238	1.432284233347246	177.1348440258982	0.9428531366176098
57.0	112.74687977663119	1.2826622073362197	102.66785319611076	1.6459460454728958	226.04352587375462	1.4000737308613207	200.67121680889406	0.9353585062381445
58.0	132.5612049315547	1.2319046092540895	122.93439805625246	1.576047289483661	248.20624162205985	1.335923928095186	222.68072557733382	0.9008006346993495
59.0	152.44874883445837	1.1367938755634612	142.28399970057347	1.4555341400045925	269.95345749242017	1.2305888605464483	243.5458540978917	0.8247155138550846
60.0	167.5056495685591	1.061523116139652	157.9889535281154	1.3485127106670247	288.0052871917685	1.1494853250213262	260.9116663847969	0.7726365433407283
61.0	183.58489823366733	1.0365850045554719	172.88839782457876	1.3294231262492617	304.9222517994788	1.120832630875342	276.3206702797221	0.7467777865417865
62.0	198.72956319677516	1.0254119864476636	188.42572696230755	1.3201303475062967	321.9595993843273	1.1116759441203365	294.4061880242654	0.743190806749465
63.0	215.2317831046527	1.0387712692360969	204.0527581296759	1.3226580120458415	340.04148877909824	1.110320727868412	312.3695360650991	0.7565217333055525
64.0	231.6298350847408	1.041518320718974	220.5889530301767	1.3290588274251984	358.7483319232569	1.1112315719685506	330.0243916374534	0.7513196168122283
65.0	248.72374977460703	1.0442385623189827	237.43349654372298	1.3284949509738075	378.3426572385968	1.1357094025779195	349.71013201575045	0.7552308311255781
66.0	265.64054577603497	1.0527059788945592	253.792176637177	1.338966584148249	396.9936806679512	1.1280828788328296	367.3167882463798	0.7601336799135483
67.0	281.7916464305352	1.0568786329406932	270.97818775558255	1.3507102934757222	415.8256096120598	1.131060215221915	386.38252056997675	0.758836506220526
68.0	298.8858179705054	1.0531347590855478	287.4288074203194	1.343177256670091	434.6029964007913	1.1296618218662442	404.86535401104396	0.7577739461374479
69.0	315.3270464114788	1.0501115767272613	304.4657900648001	1.346081375205818	453.8335870637536	1.1270548723764284	422.773358384312	0.7628317341905381
70.0	332.70388726194165	1.0606277693452248	320.83151385115553	1.3461495898719493	472.6943017581594	1.125374399491868	441.67755258023595	0.7566867080263825
71.0	348.8537432680256	1.0479630413935939	337.617322231671	1.3458370684762182	490.8925126334232	1.122819905480451	459.2100829078191	0.7442616285397409
72.0	366.0271610411006	1.0560630227423269	354.2612506017548	1.340410849727801	510.0644790553353	1.124360724912111	478.1988891459186	0.7535335300313948
73.0	381.9459295813986	1.0561705183681733	370.8713239712611	1.3464557663585237	528.632382609618	1.1141329713847314	495.3956934714682	0.7510483068813499
74.0	398.8096480821761	1.0575975436117595	387.32728709131254	1.3358801158307965	546.9122817621115	1.1156074527137985	514.0606639397072	0.7624104274406142
75.0	414.6132924536006	1.0540399899328425	403.4424432430677	1.3380839851952229	565.2973907090675	1.1145020598264586	531.2462263712931	0.7507507077713704
76.0	430.97311128479953	1.055501856675024	419.3848024725812	1.3317174092545663	583.9069484992689	1.1127425451548991	550.1718817990685	0.752764468480682
77.0	447.19916998423145	1.0601593451621936	435.3505992985513	1.347162458088112	601.9268296716581	1.1105839135059392	567.4900408117821	0.7569301910418424
78.0	463.00500547445074	1.055358687920457	451.80337458236573	1.3361351009311626	620.5507514492302	1.096046871783681	585.6656364310387	0.756111916055667
79.0	479.75629829918614	1.0602593922801133	467.71574185234545	1.34146582567641	638.7482904559756	1.0921893986254758	603.2794791636962	0.7510551386449308
80.0	495.79759457103916	1.059102603242906	484.06123335298884	1.3549309645313332	656.9771548950382	1.1051318472457181	621.4170365598634	0.7450191609191654
81.0	511.5964529482064	1.0635000154967156	500.1228902677681	1.350183837421136	674.6558846092597	1.0970914129909977	638.8249560667442	0.7527643144963289
82.0	528.1277765880336	1.0674838074113002	515.4966703778874	1.3475288110330899	693.5969211338604	1.0932315332708045	657.3681234985767	0.7613272783403617
83.0	543.364883651546	1.0703832084780525	531.9739188753628	1.3533523780511223	711.387938184945	1.1058072151710616	673.9560353603136	0.7597885385348467
